"행정구역","2022년06월_남_총인구수","2022년06월_남_연령구간인구수","2022년06월_남_0~9세","2022년06월_남_10~19세","2022년06월_남_20~29세","2022년06월_남_30~39세","2022년06월_남_40~49세","2022년06월_남_50~59세","2022년06월_남_60~69세","2022년06월_남_70~79세","2022년06월_남_80~89세","2022년06월_남_90~99세","2022년06월_남_100세 이상","2022년06월_여_총인구수","2022년06월_여_연령구간인구수","2022년06월_여_0~9세","2022년06월_여_10~19세","2022년06월_여_20~29세","2022년06월_여_30~39세","2022년06월_여_40~49세","2022년06월_여_50~59세","2022년06월_여_60~69세","2022년06월_여_70~79세","2022년06월_여_80~89세","2022년06월_여_90~99세","2022년06월_여_100세 이상"
"서울특별시 성북구 장위제3동(1129078000)","7,697","7,697","830","652","952","1,115","1,368","1,236","938","445","152","9","0","8,012","8,012","805","660","1,024","1,247","1,271","1,240","1,044","479","208","33","1"
"서울특별시 성북구 석관동(1129081000)","17,227","17,227","930","1,103","2,454","2,495","2,526","2,915","2,673","1,465","629","36","1","17,607","17,607","886","979","2,560","2,322","2,331","2,933","2,823","1,833","833","106","1"
"서울특별시 강북구 (1130500000)","144,154","144,154","6,910","10,356","19,730","19,111","22,156","25,446","22,030","12,696","5,299","407","13","152,499","152,499","6,557","10,059","20,838","17,324","20,912","25,937","25,071","16,751","7,921","1,094","35"
"서울특별시 강북구 삼양동(1130553400)","11,671","11,671","605","938","1,555","1,496","1,716","2,142","1,787","1,016","379","36","1","11,716","11,716","537","851","1,408","1,314","1,661","2,083","2,003","1,210","563","85","1"
"서울특별시 강북구 미아동(1130553500)","10,223","10,223","336","658","1,535","1,482","1,466","1,772","1,682","875","391","26","0","11,108","11,108","330","599","2,043","1,332","1,360","1,874","1,780","1,149","565","75","1"
"서울특별시 강북구 송중동(1130554500)","14,190","14,190","721","914","1,984","1,977","2,221","2,458","2,181","1,213","483","37","1","15,324","15,324","712","1,016","2,077","1,924","2,149","2,639","2,506","1,551","654","95","1"
"서울특별시 강북구 송천동(1130555500)","12,807","12,807","442","746","1,665","1,621","1,871","2,437","2,291","1,220","479","33","2","13,100","13,100","455","722","1,703","1,388","1,661","2,372","2,370","1,581","759","83","6"
"서울특별시 강북구 삼각산동(1130557500)","14,845","14,845","1,346","1,948","1,588","1,594","2,923","2,621","1,604","882","316","21","2","16,059","16,059","1,240","1,901","1,622","1,814","3,141","2,589","1,921","1,153","588","86","4"
"서울특별시 강북구 번1동(1130559500)","9,268","9,268","311","496","1,539","1,426","1,458","1,619","1,295","781","315","28","0","9,138","9,138","270","495","1,609","1,224","1,256","1,445","1,420","932","425","60","2"
"서울특별시 강북구 번2동(1130560300)","7,500","7,500","289","496","1,099","877","1,087","1,346","1,239","751","296","20","0","8,022","8,022","258","440","1,014","758","1,034","1,350","1,438","1,160","502","65","3"
"서울특별시 강북구 번3동(1130560800)","7,766","7,766","394","604","920","817","1,160","1,366","1,214","880","393","17","1","8,841","8,841","411","585","851","767","1,187","1,396","1,454","1,544","566","77","3"
"서울특별시 강북구 수유1동(1130561500)","10,063","10,063","436","622","1,468","1,453","1,524","1,710","1,566","890","359","35","0","10,408","10,408","405","626","1,580","1,217","1,289","1,759","1,788","1,125","549","65","5"
"서울특별시 강북구 수유2동(1130562500)","10,034","10,034","488","677","1,344","1,306","1,502","1,747","1,569","917","444","39","1","11,058","11,058","468","628","1,492","1,167","1,406","1,945","1,925","1,233","697","95","2"
"서울특별시 강북구 수유3동(1130563500)","11,461","11,461","357","554","1,999","1,801","1,685","2,009","1,660","966","397","33","0","11,640","11,640","339","533","2,216","1,525","1,414","1,944","1,876","1,177","550","63","3"
"서울특별시 강북구 우이동(1130564500)","9,832","9,832","477","694","1,171","1,362","1,435","1,718","1,567","901","462","44","1","10,558","10,558","473","651","1,317","1,162","1,345","1,836","1,840","1,203","628","101","2"
"서울특별시 강북구 인수동(1130566000)","14,494","14,494","708","1,009","1,863","1,899","2,108","2,501","2,375","1,404","585","38","4","15,527","15,527","659","1,012","1,906","1,732","2,009","2,705","2,750","1,733","875","144","2"
"서울특별시 도봉구 (1132000000)","153,014","153,014","8,446","12,246","20,412","19,806","22,511","26,708","24,365","12,767","5,262","462","29","161,777","161,777","7,805","11,510","20,062","18,958","22,847","28,904","27,290","15,127","7,951","1,268","55"
"서울특별시 도봉구 창제1동(1132051100)","11,645","11,645","673","1,033","1,540","1,602","1,847","2,018","1,651","847","400","31","3","12,828","12,828","671","985","1,586","1,607","1,953","2,239","1,952","1,113","625","96","1"
"서울특별시 도봉구 창제2동(1132051200)","14,019","14,019","806","1,089","1,974","1,964","2,212","2,434","1,961","1,095","460","24","0","14,824","14,824","747","1,031","2,023","1,925","2,149","2,635","2,286","1,296","639","90","3"
"서울특별시 도봉구 창제3동(1132051300)","6,851","6,851","345","530","871","817","1,046","1,279","1,095","605","244","17","2","6,862","6,862","289","463","803","731","998","1,224","1,189","761","364","38","2"
"서울특별시 도봉구 창제4동(1132051400)","12,628","12,628","807","1,275","1,703","1,581","1,962","2,250","1,845","810","342","47","6","13,645","13,645","734","1,209","1,686","1,698","2,184","2,549","1,964","930","577","111","3"
"서울특별시 도봉구 창제5동(1132051500)","11,652","11,652","720","926","1,676","1,711","1,629","1,966","1,803","822","359","39","1","12,718","12,718","647","878","1,763","1,715","1,746","2,304","2,056","994","516","95","4"
"서울특별시 도봉구 도봉제1동(1132052100)","10,458","10,458","356","588","1,289","1,200","1,472","1,862","1,915","1,248","484","42","2","10,351","10,351","376","501","1,146","1,000","1,219","1,843","2,060","1,434","695","76","1"
"서울특별시 도봉구 도봉제2동(1132052200)","12,931","12,931","743","777","1,540","1,705","1,827","2,112","2,293","1,360","534","40","0","13,542","13,542","708","746","1,472","1,658","1,756","2,198","2,600","1,509","745","145","5"
"서울특별시 도봉구 쌍문제1동(1132066000)","10,217","10,217","562","716","1,334","1,292","1,489","1,820","1,611","950","403","35","5","11,002","11,002","475","788","1,502","1,178","1,482","1,914","1,845","1,132","588","86","12"
"서울특별시 도봉구 쌍문제2동(1132067000)","8,857","8,857","459","678","1,201","1,266","1,323","1,467","1,435","693","295","34","6","9,776","9,776","443","604","1,180","1,193","1,323","1,781","1,707","913","534","88","10"
"서울특별시 도봉구 쌍문제3동(1132068000)","8,148","8,148","387","510","1,193","1,252","1,232","1,349","1,195","694","312","22","2","8,776","8,776","387","498","1,339","1,148","1,174","1,499","1,371","891","414","53","2"
"서울특별시 도봉구 쌍문제4동(1132068100)","8,679","8,679","568","952","1,167","1,050","1,278","1,492","1,358","576","214","24","0","9,730","9,730","502","911","1,194","1,135","1,466","1,830","1,570","625","420","75","2"
"서울특별시 도봉구 방학제1동(1132069000)","14,153","14,153","696","1,059","1,940","1,682","2,022","2,621","2,357","1,295","446","34","1","14,354","14,354","690","1,041","1,851","1,545","2,010","2,651","2,458","1,399","596","109","4"
"서울특별시 도봉구 방학제2동(1132070000)","9,810","9,810","410","705","1,355","1,161","1,325","1,884","1,682","874","383","31","0","9,590","9,590","365","650","1,118","933","1,272","1,818","1,748","1,062","544","79","1"
"서울특별시 도봉구 방학제3동(1132071000)","12,966","12,966","914","1,408","1,629","1,523","1,847","2,154","2,164","898","386","42","1","13,779","13,779","771","1,205","1,399","1,492","2,115","2,419","2,484","1,068","694","127","5"
"서울특별시 노원구 (1135000000)","244,387","244,387","15,201","25,776","35,395","31,081","38,307","41,911","33,042","16,563","6,455","640","16","263,679","263,679","14,287","24,047","33,801","31,364","41,992","44,956","38,086","21,394","11,700","1,978","74"
"서울특별시 노원구 월계1동(1135056000)","10,971","10,971","550","842","2,166","1,356","1,616","1,696","1,497","896","321","29","2","10,261","10,261","509","741","1,493","1,143","1,519","1,671","1,599","1,050","459","73","4"
"서울특별시 노원구 월계2동(1135057000)","12,608","12,608","769","1,017","1,594","1,477","2,002","2,171","1,999","1,155","380","41","3","13,632","13,632","728","957","1,430","1,514","1,947","2,295","2,466","1,409","743","136","7"
"서울특별시 노원구 월계3동(1135058000)","14,096","14,096","1,021","1,055","1,647","2,203","2,261","2,169","2,073","1,177","459","31","0","15,439","15,439","966","965","1,662","2,224","2,154","2,475","2,620","1,438","802","129","4"
"서울특별시 노원구 공릉1동(1135059500)","17,809","17,809","906","1,312","3,282","2,518","2,676","2,730","2,582","1,309","453","40","1","18,837","18,837","873","1,245","3,388","2,507","2,564","2,864","2,995","1,562","703","133","3"
"서울특별시 노원구 공릉2동(1135060000)","20,351","20,351","1,627","2,240","3,404","2,831","3,188","3,135","2,349","1,151","388","38","0","21,466","21,466","1,523","2,145","3,473","2,920","3,494","3,238","2,660","1,265","655","88","5"
"서울특별시 노원구 하계1동(1135061100)","12,848","12,848","532","1,755","2,424","1,319","1,705","2,339","1,735","696","306","37","0","13,977","13,977","473","1,419","2,134","1,334","2,115","2,504","2,004","1,173","728","89","4"
"서울특별시 노원구 하계2동(1135061200)","10,327","10,327","692","1,317","1,456","1,186","1,717","1,846","1,267","572","237","37","0","11,410","11,410","652","1,275","1,356","1,273","1,979","2,033","1,454","811","497","80","0"
"서울특별시 노원구 중계본동(1135061900)","11,531","11,531","694","2,199","1,541","849","2,001","2,312","1,258","462","197","17","1","12,160","12,160","629","2,136","1,467","911","2,642","2,239","1,133","580","366","55","2"
"서울특별시 노원구 중계1동(1135062100)","12,880","12,880","977","2,833","1,491","814","2,620","2,442","1,113","402","170","17","1","13,574","13,574","815","2,533","1,360","1,072","3,426","2,240","1,156","559","363","48","2"
"서울특별시 노원구 중계4동(1135062400)","9,460","9,460","496","1,142","1,247","946","1,522","1,776","1,267","716","314","34","0","10,216","10,216","481","949","1,163","913","1,660","1,853","1,427","1,121","548","98","3"
"서울특별시 노원구 중계2.3동(1135062500)","15,499","15,499","904","1,433","1,968","1,948","2,558","2,675","2,171","1,231","553","58","0","18,288","18,288","828","1,512","1,986","2,040","2,761","2,942","2,782","2,079","1,160","190","8"
"서울특별시 노원구 상계1동(1135063000)","18,308","18,308","1,038","1,617","2,500","2,339","2,610","3,209","2,994","1,405","547","46","3","19,570","19,570","1,003","1,526","2,422","2,302","2,805","3,616","3,289","1,606","839","155","7"
"서울특별시 노원구 상계2동(1135064000)","9,736","9,736","423","842","1,582","1,168","1,362","1,905","1,508","677","250","19","0","10,043","10,043","434","889","1,509","1,069","1,421","1,937","1,529","753","424","74","4"
"서울특별시 노원구 상계3.4동(1135066500)","12,811","12,811","640","1,055","1,584","1,451","1,854","2,313","2,152","1,203","527","31","1","12,917","12,917","612","858","1,402","1,265","1,787","2,306","2,259","1,512","807","102","7"
"서울특별시 노원구 상계5동(1135067000)","11,470","11,470","489","961","1,663","1,383","1,646","2,125","1,808","992","357","45","1","12,196","12,196","472","915","1,527","1,195","1,679","2,311","2,003","1,285","688","113","8"
"서울특별시 노원구 상계6.7동(1135069500)","14,915","14,915","1,099","1,467","2,054","2,220","2,384","2,549","1,845","891","360","46","0","17,371","17,371","1,053","1,367","2,180","2,480","2,812","3,101","2,349","1,144","719","162","4"
"서울특별시 노원구 상계8동(1135070000)","10,714","10,714","1,119","929","1,300","2,313","1,850","1,434","1,004","527","210","27","1","11,711","11,711","1,045","927","1,287","2,402","1,922","1,646","1,360","676","372","73","1"
"서울특별시 노원구 상계9동(1135071000)","9,507","9,507","599","980","1,323","1,345","1,438","1,643","1,290","619","243","26","1","10,690","10,690","575","911","1,255","1,335","1,746","1,910","1,593","794","469","102","0"
"서울특별시 노원구 상계10동(1135072000)","8,546","8,546","626","780","1,169","1,415","1,297","1,442","1,130","482","183","21","1","9,921","9,921","616","777","1,307","1,465","1,559","1,775","1,408","577","358","78","1"
"서울특별시 은평구 (1138000000)","226,148","226,148","13,851","18,934","30,689","32,684","36,398","37,455","31,240","16,990","7,294","596","17","247,526","247,526","13,106","18,075","33,974","34,037","37,161","40,416","36,256","22,123","10,797","1,525","56"
"서울특별시 은평구 녹번동(1138051000)","17,343","17,343","1,162","1,055","2,258","2,895","2,793","2,810","2,392","1,338","593","45","2","19,384","19,384","1,168","1,097","2,563","3,066","2,680","3,087","2,933","1,778","873","135","4"
"서울특별시 은평구 불광제1동(1138052000)","18,018","18,018","1,057","1,319","2,422","2,634","2,731","3,035","2,647","1,429","677","66","1","20,250","20,250","1,038","1,173","2,640","2,703","2,863","3,527","3,138","1,977","1,050","135","6"
"서울특별시 은평구 불광제2동(1138053000)","13,138","13,138","482","843","1,963","1,947","1,847","2,199","2,117","1,196","504","39","1","14,131","14,131","466","777","2,081","1,857","1,704","2,478","2,392","1,530","738","105","3"
